\begin{table}
\begin{tabular}{ccccccccccccccccccccccccccc}
field_1 & ID & zbest_candels & gfit_n_h & SD_reliable & Irr_reliable & Compact_reliable & s14_RA & s14_Dec & visualHCPG_f_spheroid & visualHCPG_f_disk & visualHCPG_f_irr & visualHCPG_f_ps & field_2 & M_med & zbest & PETRO_RADIUS & fagn_mir & lir & s24(mJy) & fagn_tot & lagn & lsf & sfr & lx & lbol & BHAR \\
GDS & 21888 & 1.22 & 1.7 & 0.5 & 0.0 & 0.0 & 53.05 & -27.72 & 0.83 & 0.89 & 0.01 & 0.0 & GDS & 10.31 & 1.215 & 3.96 & 0.1 & 11.01 & 0.103 & 0.0031 & 42.0841066595 & 44.5913965617 & 1.24460907546 & 42.8955121576 & 44.369390197 & -1.42957062682 \\
GDS & 21901 & 1.81 & 1.53 & 0.12 & 0.0 & 0.0 & 53.13 & -27.72 & 0.36 & 0.98 & 0.13 & 0.02 & GDS & 10.89 & 1.812 & 5.28 & 0.5 & 11.16 & 0.091 & 0.1475 & 43.911536986 & 44.6734393534 & 1.32665186713 & 43.5150110383 & 45.1437637978 & -0.655197025969 \\
GDS & 22040 & 0.98 & 1.29 & 0.08 & 0.0 & 0.0 & 53.17 & -27.72 & 0.41 & 1.0 & 0.04 & 0.0 & GDS & 10.46 & 0.979 & 3.96 & 0.1 & 11.35 & 0.192 & 0.0031 & 42.4241066595 & 44.9313965617 & 1.58460907546 & 43.0107721576 & 44.513465197 & -1.28549562682 \\
GDS & 22059 & 1.02 & 1.44 & 0.25 & 0.0 & 0.0 & 53.13 & -27.72 & 0.44 & 0.99 & 0.04 & 0.0 & GDS & 10.45 & 0.995 & 4.62 & 0.2 & 11.14 & 0.119 & 0.0194 & 43.0105466956 & 44.7142368546 & 1.36744936838 & 43.2095753298 & 44.7619691623 & -1.03699166152 \\
GDS & 22122 & 0.98 & 1.19 & 0.08 & 0.0 & 0.0 & 53.17 & -27.72 & 0.22 & 0.99 & 0.02 & 0.01 & GDS & 10.18 & 0.9783 & 4.62 & 0.1 & 11.03 & 0.115 & 0.0031 & 42.1041066595 & 44.6113965617 & 1.26460907546 & 42.9022921576 & 44.377865197 & -1.42109562682 \\
GDS & 22123 & 1.61 & 1.71 & 0.75 & 0.0 & 0.0 & 53.12 & -27.72 & 0.92 & 0.21 & 0.02 & 0.16 & GDS & 10.73 & 1.6094 & 3.96 & 0.1 & 11.09 & 0.073 & 0.0031 & 42.1641066595 & 44.6713965617 & 1.32460907546 & 42.9226321576 & 44.403290197 & -1.39567062682 \\
GDS & 22127 & 1.39 & 0.87 & 0.08 & 0.0 & 0.0 & 53.15 & -27.72 & 0.4 & 1.0 & 0.1 & 0.0 & GDS & 10.12 & 1.386 & 4.62 & 0.1 & 10.99 & 0.053 & 0.0031 & 42.0641066595 & 44.5713965617 & 1.22460907546 & 42.8887321576 & 44.360915197 & -1.43804562682 \\
GDS & 22173 & 1.04 & 7.88 & 1.0 & 0.0 & 0.5 & 53.0 & -27.72 & 0.63 & 0.0 & 0.0 & 0.53 & GDS & 9.63 & 1.037 & 3.5 & 0.3 & 11.52 & 0.123 & 0.0489 & 43.7920538248 & 45.0809711474 & 1.73418366114 & 43.4745062466 & 45.0931328083 & -0.705828015524 \\
GDS & 22201 & 1.54 & 1.96 & 0.5 & 0.0 & 0.0 & 53.15 & -27.72 & 0.9 & 0.37 & 0.09 & 0.22 & GDS & 9.45 & 1.542 & 4.62 & 0.2 & 10.42 & 0.013 & 0.0194 & 42.2905466956 & 43.9942368546 & 0.647449368377 & 42.9654953298 & 44.4568691623 & -1.34209166152 \\
GDS & 22376 & 1.73 & 2.76 & 0.8 & 0.0 & 0.0 & 53.07 & -27.72 & 0.84 & 0.41 & 0.14 & 0.07 & GDS & 9.49 & 1.725 & 5.28 & 0.2 & 10.71 & 0.03 & 0.0194 & 42.5805466956 & 44.2842368546 & 0.937449368377 & 43.0638053298 & 44.5797566623 & -1.21920416152 \\
GDS & 22507 & 2.13 & 0.29 & 0.0 & 0.3 & 0.0 & 53.0 & -27.72 & 0.12 & 0.81 & 0.45 & 0.0 & GDS & 10.27 & 2.127 & 5.28 & 0.2 & 11.23 & 0.07 & 0.0194 & 43.1005466956 & 44.8042368546 & 1.45744936838 & 43.2400853298 & 44.8001066623 & -0.998854161519 \\
GDS & 22595 & 2.19 & 0.97 & -99.0 & -99.0 & -99.0 & 53.05 & -27.72 & 0.0 & 0.0 & 0.0 & 0.0 & GDS & 10.47 & 2.195 & 5.94 & 0.2 & 11.11 & 0.058 & 0.0194 & 42.9805466956 & 44.6842368546 & 1.33744936838 & 43.1994053298 & 44.7492566623 & -1.04970416152 \\
GDS & 22613 & 1.61 & 1.24 & 0.9 & 0.0 & 0.0 & 53.12 & -27.72 & 0.68 & 0.55 & 0.15 & 0.1 & GDS & 9.85 & 1.612 & 3.96 & 0.2 & 10.91 & 0.041 & 0.0194 & 42.7805466956 & 44.4842368546 & 1.13744936838 & 43.1316053298 & 44.6645066623 & -1.13445416152 \\
GDS & 22712 & 1.04 & 0.51 & 0.0 & 0.75 & 0.0 & 53.0 & -27.72 & 0.02 & 0.04 & 0.73 & 0.02 & GDS & 10.72 & 1.043 & 5.94 & 0.1 & 11.42 & 0.425 & 0.0031 & 42.4941066595 & 45.0013965617 & 1.65460907546 & 43.0345021576 & 44.543127697 & -1.25583312682 \\
GDS & 22730 & 1.47 & 3.61 & 0.75 & 0.0 & 0.0 & 53.0 & -27.72 & 0.84 & 0.33 & 0.03 & 0.21 & GDS & 9.82 & 1.472 & 5.28 & 0.33 & 10.89 & 0.039 & 0.060324 & 43.253235097 & 44.4457231005 & 1.09893561427 & 43.2918466979 & 44.8648083723 & -0.934152451449 \\
GDS & 22734 & 1.6 & 1.0 & 0.0 & 0.0 & 0.0 & 53.12 & -27.72 & 0.05 & 1.0 & 0.07 & 0.0 & GDS & 10.39 & 1.6019 & 5.28 & 0.2 & 11.37 & 0.108 & 0.0194 & 43.2405466956 & 44.9442368546 & 1.59744936838 & 43.2875453298 & 44.8594316623 & -0.939529161519 \\
GDS & 22838 & 1.46 & 0.2 & 0.0 & 1.0 & 0.0 & 53.18 & -27.66 & 0.0 & 0.35 & 0.85 & 0.0 & GDS & 10.54 & 1.455 & 10.56 & 0.33 & 11.33 & 0.435 & 0.060324 & 43.693235097 & 44.8857231005 & 1.53893561427 & 43.4410066979 & 45.0512583723 & -0.747702451449 \\
GDS & 22878 & 2.14 & 1.61 & 0.33 & 0.25 & 0.0 & 53.15 & -27.71 & 0.45 & 0.75 & 0.16 & 0.06 & GDS & 10.11 & 2.1375 & 4.62 & 0.2 & 11.61 & 0.035 & 0.0194 & 43.4805466956 & 45.1842368546 & 1.83744936838 & 43.3689053298 & 44.9611316623 & -0.837829161519 \\
GDS & 22904 & 2.07 & 1.65 & 0.0 & 0.33 & 0.33 & 53.15 & -27.71 & 0.74 & 0.34 & 0.05 & 0.21 & GDS & 10.36 & 2.071 & 5.94 & 0.3 & 11.94 & 0.172 & 0.0489 & 44.2120538248 & 45.5009711474 & 2.15418366114 & 43.6168862466 & 45.2711078083 & -0.527853015524 \\
GDS & 22917 & 2.05 & 0.26 & 0.0 & 1.0 & 0.0 & 53.03 & -27.71 & 0.0 & 0.0 & 1.0 & 0.0 & GDS & 9.85 & 2.0453 & 4.62 & 0.39 & 10.52 & 0.019 & 0.086736 & 43.0409443556 & 44.0633413042 & 0.716553817976 & 43.2198801366 & 44.7748501707 & -1.02411065309 \\
GDS & 22954 & 1.06 & 0.43 & 0.25 & 0.75 & 0.0 & 53.17 & -27.71 & 0.18 & 0.94 & 0.28 & 0.0 & GDS & 9.85 & 1.056 & 4.62 & 0.1 & 10.68 & 0.045 & 0.0031 & 41.7541066595 & 44.2613965617 & 0.914609075465 & 42.7836421576 & 44.229552697 & -1.56940812682 \\
GDS & 22959 & 2.11 & 1.47 & 0.0 & 0.38 & 0.0 & 53.01 & -27.71 & 0.01 & 0.56 & 0.37 & 0.0 & GDS & 10.24 & 2.11 & 10.56 & 0.4 & 11.62 & 0.093 & 0.0916 & 44.1646404394 & 45.1610220912 & 1.81423460501 & 43.6008131089 & 45.2510163862 & -0.547944437611 \\
GDS & 22995 & 1.13 & 2.13 & 0.12 & 0.0 & 0.0 & 53.19 & -27.71 & 0.44 & 0.99 & 0.0 & 0.0 & GDS & 10.21 & 1.128 & 3.96 & 0.1 & 10.66 & 0.05 & 0.0031 & 41.7341066595 & 44.2413965617 & 0.894609075465 & 42.7768621576 & 44.221077697 & -1.57788312682 \\
GDS & 23028 & 0.86 & 0.87 & 0.12 & 0.0 & 0.0 & 53.16 & -27.71 & 0.19 & 0.97 & 0.0 & 0.01 & GDS & 9.4 & 0.863 & 3.96 & 0.1 & 10.19 & 0.028 & 0.0031 & 41.2641066595 & 43.7713965617 & 0.424609075465 & 42.6175321576 & 44.021915197 & -1.77704562682 \\
GDS & 23030 & 1.63 & 0.43 & 0.0 & 0.5 & 0.0 & 53.13 & -27.71 & 0.08 & 0.75 & 0.38 & 0.02 & GDS & 10.21 & 1.626 & 4.62 & 0.2 & 11.24 & 0.074 & 0.0194 & 43.1105466956 & 44.8142368546 & 1.46744936838 & 43.2434753298 & 44.8043441623 & -0.994616661519 \\
GDS & 23095 & 1.61 & 0.53 & 0.06 & 0.0 & 0.0 & 53.16 & -27.71 & 0.01 & 1.0 & 0.05 & 0.0 & GDS & 10.32 & 1.6073 & 5.28 & 0.2 & 11.31 & 0.083 & 0.0194 & 43.1805466956 & 44.8842368546 & 1.53744936838 & 43.2672053298 & 44.8340066623 & -0.964954161519 \\
GDS & 23179 & 1.9 & 0.68 & 0.38 & 0.12 & 0.0 & 53.13 & -27.71 & 0.38 & 0.64 & 0.19 & 0.08 & GDS & 10.09 & 1.51 & 4.62 & 0.3 & 11.06 & 0.061 & 0.0489 & 43.3320538248 & 44.6209711474 & 1.27418366114 & 43.3185662466 & 44.8982078083 & -0.900753015524 \\
GDS & 23207 & 1.3 & 1.08 & 0.0 & 0.67 & 0.0 & 53.14 & -27.7 & 0.03 & 0.68 & 0.84 & 0.0 & GDS & 10.19 & 1.2966 & 5.28 & 0.2 & 11.29 & 0.11 & 0.0194 & 43.1605466956 & 44.8642368546 & 1.51744936838 & 43.2604253298 & 44.8255316623 & -0.973429161519 \\
GDS & 23246 & 1.25 & 0.9 & 0.06 & 0.0 & 0.0 & 53.16 & -27.71 & 0.23 & 1.0 & 0.0 & 0.0 & GDS & 9.92 & 1.2458 & 4.62 & 0.1 & 11.09 & 0.041 & 0.0031 & 42.1641066595 & 44.6713965617 & 1.32460907546 & 42.9226321576 & 44.403290197 & -1.39567062682 \\
GDS & 23312 & 1.56 & 0.8 & 0.06 & 0.12 & 0.0 & 53.11 & -27.71 & 0.14 & 0.75 & 0.43 & 0.0 & GDS & 10.28 & 1.56 & 4.62 & 0.3 & 11.35 & 0.18 & 0.0489 & 43.6220538248 & 44.9109711474 & 1.56418366114 & 43.4168762466 & 45.0210953083 & -0.777865515524 \\
GDS & 23361 & 1.18 & 0.91 & 0.0 & 0.0 & 0.0 & 53.06 & -27.71 & 0.02 & 0.93 & 0.16 & 0.01 & GDS & 10.12 & 1.139 & 5.28 & 0.1 & 11.02 & 0.06 & 0.0031 & 42.0941066595 & 44.6013965617 & 1.25460907546 & 42.8989021576 & 44.373627697 & -1.42533312682 \\
GDS & 23441 & 1.04 & 2.29 & 0.83 & 0.0 & 0.0 & 53.12 & -27.71 & 0.94 & 0.71 & 0.0 & 0.09 & GDS & 10.09 & 1.0404 & 3.96 & 0.1 & 10.8 & 0.094 & 0.0031 & 41.8741066595 & 44.3813965617 & 1.03460907546 & 42.8243221576 & 44.280402697 & -1.51855812682 \\
GDS & 23449 & 1.61 & 0.91 & 0.06 & 0.0 & 0.0 & 53.13 & -27.71 & 0.07 & 1.0 & 0.06 & 0.0 & GDS & 10.16 & 1.613 & 5.94 & 0.2 & 11.0 & 0.051 & 0.0194 & 42.8705466956 & 44.5742368546 & 1.22744936838 & 43.1621153298 & 44.7026441623 & -1.09631666152 \\
GDS & 23459 & 1.73 & 3.0 & 1.0 & 0.0 & 0.33 & 53.19 & -27.71 & 0.93 & 0.08 & 0.01 & 0.22 & GDS & 10.4 & 1.727 & 3.96 & 0.4 & 11.56 & 0.226 & 0.0916 & 44.1046404394 & 45.1010220912 & 1.75423460501 & 43.5804731089 & 45.2255913862 & -0.573369437611 \\
GDS & 23476 & 1.29 & 0.98 & 0.0 & 0.0 & 0.0 & 53.01 & -27.71 & 0.28 & 0.98 & 0.04 & 0.01 & GDS & 10.55 & 1.288 & 4.62 & 0.1 & 11.25 & 0.076 & 0.0031 & 42.3241066595 & 44.8313965617 & 1.48460907546 & 42.9768721576 & 44.471090197 & -1.32787062682 \\
GDS & 23486 & 2.23 & 1.17 & 0.0 & 0.0 & 0.0 & 53.12 & -27.71 & 0.31 & 0.92 & 0.01 & 0.01 & GDS & 10.16 & 2.231 & 3.96 & 0.2 & 11.19 & 0.057 & 0.0194 & 43.0605466956 & 44.7642368546 & 1.41744936838 & 43.2265253298 & 44.7831566623 & -1.01580416152 \\
GDS & 23618 & 2.01 & 1.87 & 0.58 & 0.0 & 0.0 & 53.08 & -27.71 & 0.67 & 0.69 & 0.09 & 0.11 & GDS & 9.66 & 2.008 & 4.62 & 0.2 & 10.61 & 0.023 & 0.0194 & 42.4805466956 & 44.1842368546 & 0.837449368377 & 43.0299053298 & 44.5373816623 & -1.26157916152 \\
GDS & 23680 & 1.67 & 1.74 & 1.0 & 0.0 & 0.33 & 53.15 & -27.71 & 0.77 & 0.09 & 0.0 & 0.39 & GDS & 9.6 & 1.665 & 4.62 & 0.2 & 10.68 & 0.026 & 0.0194 & 42.5505466956 & 44.2542368546 & 0.907449368377 & 43.0536353298 & 44.5670441623 & -1.23191666152 \\
GDS & 23845 & 2.12 & 2.5 & 0.83 & 0.0 & 0.0 & 53.1 & -27.72 & 0.93 & 0.46 & 0.0 & 0.13 & GDS & 10.93 & 2.118 & 3.96 & 0.2 & 11.62 & 0.241 & 0.0194 & 43.4905466956 & 45.1942368546 & 1.84744936838 & 43.3722953298 & 44.9653691623 & -0.833591661519 \\
GDS & 23888 & 1.61 & 1.01 & 0.0 & 0.5 & 0.0 & 53.12 & -27.72 & 0.13 & 0.68 & 0.69 & 0.0 & GDS & 10.32 & 1.6077 & 5.28 & 0.3 & 11.3 & 0.082 & 0.0489 & 43.5720538248 & 44.8609711474 & 1.51418366114 & 43.3999262466 & 44.9999078083 & -0.799053015524 \\
GDS & 24001 & 2.14 & 1.94 & 1.0 & 0.5 & 0.0 & 53.16 & -27.66 & 0.84 & 0.37 & 0.2 & 0.16 & GDS & 9.83 & 1.574 & 4.62 & 0.1 & 10.49 & 0.018 & 0.0031 & 41.5641066595 & 44.0713965617 & 0.724609075465 & 42.7192321576 & 44.149040197 & -1.64992062682 \\
GDS & 24003 & 0.77 & 1.1 & 0.0 & 0.0 & 0.0 & 53.13 & -27.67 & 0.0 & 0.07 & 0.12 & 0.0 & GDS & 9.67 & 0.768 & 8.58 & 0.1 & 10.77 & 0.056 & 0.0031 & 41.8441066595 & 44.3513965617 & 1.00460907546 & 42.8141521576 & 44.267690197 & -1.53127062682 \\
GDS & 24004 & 1.81 & 0.42 & 0.0 & 0.0 & 1.0 & 53.16 & -27.67 & 0.06 & 0.66 & 0.4 & 0.09 & GDS & 9.76 & 1.8112 & 4.62 & 0.2 & 10.68 & 0.028 & 0.0194 & 42.5505466956 & 44.2542368546 & 0.907449368377 & 43.0536353298 & 44.5670441623 & -1.23191666152 \\
GDS & 24026 & 1.11 & 0.52 & 0.0 & 1.0 & 0.0 & 53.14 & -27.66 & 0.02 & 0.44 & 0.88 & 0.0 & GDS & 10.19 & 1.112 & 4.62 & 0.1 & 11.16 & 0.195 & 0.0031 & 42.2341066595 & 44.7413965617 & 1.39460907546 & 42.9463621576 & 44.432952697 & -1.36600812682 \\
GDS & 24137 & 2.01 & 4.12 & 1.0 & 0.0 & 1.0 & 53.17 & -27.67 & 0.82 & 0.66 & 0.01 & 0.13 & GDS & 10.14 & 2.007 & 5.28 & 0.2 & 11.01 & 0.046 & 0.0194 & 42.8805466956 & 44.5842368546 & 1.23744936838 & 43.1655053298 & 44.7068816623 & -1.09207916152 \\
GDS & 24142 & 1.36 & 0.84 & 0.0 & 0.5 & 0.0 & 53.13 & -27.67 & 0.0 & 0.58 & 0.73 & 0.01 & GDS & 10.43 & 1.357 & 5.94 & 0.1 & 11.53 & 0.118 & 0.0031 & 42.6041066595 & 45.1113965617 & 1.76460907546 & 43.0717921576 & 44.589740197 & -1.20922062682 \\
GDS & 24146 & 2.22 & 1.01 & 0.25 & 0.0 & 0.0 & 53.13 & -27.67 & 0.24 & 0.93 & 0.14 & 0.02 & GDS & 10.04 & 2.22 & 5.94 & 0.2 & 11.05 & 0.043 & 0.0194 & 42.9205466956 & 44.6242368546 & 1.27744936838 & 43.1790653298 & 44.7238316623 & -1.07512916152 \\
GDS & 24192 & 1.36 & 0.53 & 0.0 & 0.2 & 0.0 & 53.12 & -27.72 & 0.03 & 0.93 & 0.46 & 0.0 & GDS & 10.64 & 1.356 & 4.62 & 0.1 & 11.84 & 0.248 & 0.0031 & 42.9141066595 & 45.4213965617 & 2.07460907546 & 43.1768821576 & 44.721102697 & -1.07785812682 \\
GDS & 24216 & 1.83 & 0.86 & 0.0 & 0.0 & 0.0 & 53.14 & -27.67 & 0.08 & 0.97 & 0.14 & 0.02 & GDS & 10.8 & 1.83 & 5.28 & 0.2 & 11.45 & 0.164 & 0.0194 & 43.3205466956 & 45.0242368546 & 1.67744936838 & 43.3146653298 & 44.8933316623 & -0.905629161519 \\
GDS & 24218 & 2.12 & 0.65 & 0.0 & 0.5 & 0.0 & 53.16 & -27.67 & 0.06 & 0.45 & 0.91 & 0.0 & GDS & 9.69 & 2.239 & 4.62 & 0.2 & 10.65 & 0.019 & 0.0194 & 42.5205466956 & 44.2242368546 & 0.877449368377 & 43.0434653298 & 44.5543316623 & -1.24462916152 \\
GDS & 24269 & 1.5 & 0.71 & 0.0 & 0.0 & 1.0 & 53.12 & -27.68 & 0.19 & 0.85 & 0.27 & 0.06 & GDS & 9.72 & 1.502 & 5.28 & 0.4 & 11.03 & 0.044 & 0.0916 & 43.5746404394 & 44.5710220912 & 1.22423460501 & 43.4008031089 & 45.0010038862 & -0.797956937611 \\
GDS & 24339 & 1.04 & 1.4 & 0.0 & 0.5 & 0.0 & 53.11 & -27.67 & 0.22 & 0.59 & 0.77 & 0.0 & GDS & 9.84 & 1.0387 & 5.28 & 0.1 & 11.3 & 0.218 & 0.0031 & 42.3741066595 & 44.8813965617 & 1.53460907546 & 42.9938221576 & 44.492277697 & -1.30668312682 \\
GDS & 24369 & 1.67 & 3.13 & 0.75 & 0.0 & 0.0 & 53.14 & -27.68 & 0.36 & 0.99 & 0.07 & 0.02 & GDS & 10.08 & 1.674 & 6.6 & 0.2 & 11.21 & 0.074 & 0.0194 & 43.0805466956 & 44.7842368546 & 1.43744936838 & 43.2333053298 & 44.7916316623 & -1.00732916152 \\
GDS & 24419 & 1.79 & 0.2 & 0.0 & 0.0 & 0.0 & 53.13 & -27.68 & 0.0 & 0.87 & 0.38 & 0.0 & GDS & 10.02 & 1.792 & 5.28 & 0.2 & 10.93 & 0.043 & 0.0194 & 42.8005466956 & 44.5042368546 & 1.15744936838 & 43.1383853298 & 44.6729816623 & -1.12597916152 \\
GDS & 24422 & 1.66 & 8.0 & 1.0 & 0.5 & 0.0 & 53.15 & -27.67 & 0.65 & 0.01 & 0.64 & 0.1 & GDS & 10.36 & 1.565 & 6.6 & 0.1 & 10.51 & 0.027 & 0.0031 & 41.5841066595 & 44.0913965617 & 0.744609075465 & 42.7260121576 & 44.157515197 & -1.64144562682 \\
GDS & 24497 & 1.03 & 8.0 & 0.0 & 0.0 & 0.0 & 53.11 & -27.68 & 0.12 & 0.4 & 0.02 & 0.52 & GDS & 10.53 & 1.031 & 3.5 & 0.8 & 11.83 & 2.304 & 0.3944 & 45.008681872 & 45.1949308322 & 1.84814334596 & 43.8869431546 & 45.6086789432 & -0.190281880546 \\
GDS & 24554 & 0.76 & 4.91 & 0.75 & 0.0 & 0.0 & 53.08 & -27.68 & 0.99 & 0.96 & 0.0 & 0.01 & GDS & 10.77 & 0.761 & 5.28 & 0.3 & 11.52 & 0.756 & 0.0489 & 43.7920538248 & 45.0809711474 & 1.73418366114 & 43.4745062466 & 45.0931328083 & -0.705828015524 \\
GDS & 24644 & 1.86 & 0.86 & 0.0 & 1.0 & 0.0 & 53.1 & -27.68 & 0.28 & 0.01 & 0.97 & 0.0 & GDS & 10.53 & 1.862 & 6.6 & 0.4 & 10.9 & 0.048 & 0.0916 & 43.4446404394 & 44.4410220912 & 1.09423460501 & 43.3567331089 & 44.9459163862 & -0.853044437611 \\
GDS & 24716 & 0.84 & 8.0 & 1.0 & 0.0 & 0.0 & 53.16 & -27.66 & 0.14 & 0.0 & 0.0 & 0.91 & GDS & 9.85 & 0.837 & 3.5 & 0.4 & 12.24 & 0.604 & 0.0916 & 44.7846404394 & 45.7810220912 & 2.43423460501 & 43.8109931089 & 45.5137413862 & -0.285219437611 \\
GDS & 24826 & 1.89 & 0.71 & 0.0 & 0.5 & 0.0 & 53.18 & -27.68 & 0.25 & 0.76 & 0.22 & 0.06 & GDS & 10.72 & 1.889 & 5.28 & 0.1 & 11.55 & 0.248 & 0.0031 & 42.6241066595 & 45.1313965617 & 1.78460907546 & 43.0785721576 & 44.598215197 & -1.20074562682 \\
GDS & 24884 & 1.51 & 0.32 & 0.88 & 0.0 & 0.0 & 53.16 & -27.68 & 0.69 & 0.34 & 0.49 & 0.02 & GDS & 10.04 & 1.51 & 4.62 & 0.2 & 11.39 & 0.063 & 0.0194 & 43.2605466956 & 44.9642368546 & 1.61744936838 & 43.2943253298 & 44.8679066623 & -0.931054161519 \\
GDS & 24897 & 1.44 & 0.57 & 0.12 & 0.0 & 0.0 & 53.14 & -27.68 & 0.23 & 0.99 & 0.04 & 0.0 & GDS & 10.47 & 1.441 & 5.28 & 0.1 & 11.39 & 0.095 & 0.0031 & 42.4641066595 & 44.9713965617 & 1.62460907546 & 43.0243321576 & 44.530415197 & -1.26854562682 \\
GDS & 24920 & 1.68 & 1.58 & 0.12 & 0.0 & 0.0 & 53.15 & -27.69 & 0.49 & 0.93 & 0.08 & 0.03 & GDS & 9.67 & 1.675 & 6.6 & 0.6 & 10.87 & 0.023 & 0.2166 & 43.788403418 & 44.3467285329 & 0.999941046678 & 43.4732687587 & 45.0915859484 & -0.70737487542 \\
GDS & 24928 & 1.54 & 0.84 & 0.0 & 0.0 & 0.0 & 53.16 & -27.68 & 0.0 & 0.99 & 0.11 & 0.01 & GDS & 10.24 & 1.545 & 6.6 & 0.3 & 10.84 & 0.037 & 0.0489 & 43.1120538248 & 44.4009711474 & 1.05418366114 & 43.2439862466 & 44.8049828083 & -0.993978015524 \\
GDS & 24930 & 1.6 & 1.81 & 0.12 & 0.0 & 0.0 & 53.08 & -27.68 & 0.15 & 0.73 & 0.0 & 0.05 & GDS & 10.73 & 1.601 & 10.56 & 0.3 & 11.34 & 0.116 & 0.0489 & 43.6120538248 & 44.9009711474 & 1.55418366114 & 43.4134862466 & 45.0168578083 & -0.782103015524 \\
GDS & 24943 & 0.99 & 1.64 & 0.0 & 0.0 & 0.0 & 53.13 & -27.69 & 0.3 & 0.89 & 0.4 & 0.01 & GDS & 10.09 & 0.988 & 5.28 & 0.1 & 10.62 & 0.071 & 0.0031 & 41.6941066595 & 44.2013965617 & 0.854609075465 & 42.7633021576 & 44.204127697 & -1.59483312682 \\
GDS & 24956 & 1.43 & 0.5 & 0.0 & 0.0 & 0.0 & 53.17 & -27.69 & 0.01 & 0.9 & 0.27 & 0.0 & GDS & 10.04 & 1.429 & 4.62 & 0.1 & 11.05 & 0.037 & 0.0031 & 42.1241066595 & 44.6313965617 & 1.28460907546 & 42.9090721576 & 44.386340197 & -1.41262062682 \\
GDS & 24964 & 1.54 & 3.07 & 0.88 & 0.0 & 0.0 & 53.12 & -27.68 & 0.98 & 0.34 & 0.0 & 0.11 & GDS & 10.47 & 1.544 & 5.28 & 0.1 & 10.74 & 0.034 & 0.0031 & 41.8141066595 & 44.3213965617 & 0.974609075465 & 42.8039821576 & 44.254977697 & -1.54398312682 \\
GDS & 24985 & 1.35 & 0.74 & 0.0 & 0.25 & 0.0 & 53.08 & -27.69 & 0.0 & 0.53 & 0.72 & 0.0 & GDS & 10.42 & 1.349 & 5.28 & 0.1 & 11.14 & 0.089 & 0.0031 & 42.2141066595 & 44.7213965617 & 1.37460907546 & 42.9395821576 & 44.424477697 & -1.37448312682 \\
GDS & 24987 & 1.28 & 3.3 & 0.25 & 0.0 & 0.0 & 53.14 & -27.68 & 0.89 & 1.0 & 0.0 & 0.0 & GDS & 10.28 & 1.276 & 3.96 & 0.4 & 11.33 & 0.202 & 0.0916 & 43.8746404394 & 44.8710220912 & 1.52423460501 & 43.5025031089 & 45.1281288862 & -0.670831937611 \\
GDS & 24991 & 2.04 & 0.81 & 0.0 & 0.0 & 0.0 & 53.09 & -27.69 & 0.07 & 0.94 & 0.15 & 0.02 & GDS & 10.21 & 2.0397 & 5.28 & 0.2 & 11.1 & 0.066 & 0.0194 & 42.9705466956 & 44.6742368546 & 1.32744936838 & 43.1960153298 & 44.7450191623 & -1.05394166152 \\
GDS & 25009 & 2.04 & 0.43 & 0.0 & 0.0 & 0.0 & 53.09 & -27.69 & 0.0 & 1.0 & 0.05 & 0.0 & GDS & 10.45 & 2.036 & 5.28 & 0.3 & 12.14 & 0.128 & 0.0489 & 44.4120538248 & 45.7009711474 & 2.35418366114 & 43.6846862466 & 45.3558578083 & -0.443103015524 \\
GDS & 25037 & 1.04 & 0.69 & 0.0 & 0.0 & 0.0 & 53.07 & -27.69 & 0.09 & 0.98 & 0.07 & 0.01 & GDS & 9.78 & 1.044 & 5.28 & 0.1 & 11.06 & 0.096 & 0.0031 & 42.1341066595 & 44.6413965617 & 1.29460907546 & 42.9124621576 & 44.390577697 & -1.40838312682 \\
GDS & 25048 & 1.41 & 0.45 & 0.0 & 0.0 & 0.0 & 53.17 & -27.69 & 0.02 & 1.0 & 0.01 & 0.0 & GDS & 10.45 & 1.409 & 5.28 & 0.1 & 11.34 & 0.08 & 0.0031 & 42.4141066595 & 44.9213965617 & 1.57460907546 & 43.0073821576 & 44.509227697 & -1.28973312682 \\
GDS & 25137 & 1.04 & 1.64 & 0.0 & 0.5 & 0.0 & 53.13 & -27.69 & 0.16 & 0.6 & 0.55 & 0.0 & GDS & 9.72 & 0.979 & 5.94 & 0.1 & 10.11 & 0.024 & 0.0031 & 41.1841066595 & 43.6913965617 & 0.344609075465 & 42.5904121576 & 43.988015197 & -1.81094562682 \\
GDS & 25270 & 1.05 & 1.5 & 0.5 & 0.0 & 0.0 & 53.18 & -27.69 & 0.88 & 0.41 & 0.01 & 0.11 & GDS & 9.63 & 1.046 & 4.62 & 0.2 & 10.65 & 0.056 & 0.0194 & 42.5205466956 & 44.2242368546 & 0.877449368377 & 43.0434653298 & 44.5543316623 & -1.24462916152 \\
GDS & 25302 & 1.68 & 1.58 & 0.0 & 0.0 & 0.0 & 53.17 & -27.69 & 0.56 & 0.68 & 0.08 & 0.14 & GDS & 10.19 & 1.681 & 3.96 & 0.2 & 10.93 & 0.075 & 0.0194 & 42.8005466956 & 44.5042368546 & 1.15744936838 & 43.1383853298 & 44.6729816623 & -1.12597916152 \\
